id	knockdown_method	target	cell	cell_type	db	platform	rep	sign
CRISPRi.SP1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR650QAK.c2	CRISPRi	SP1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR650QAK	c2	1
CRISPRi.NFATC1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR381TNV.k1	CRISPRi	NFATC1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR381TNV	k1	-1
CRISPRi.NFATC1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR381TNV.k2	CRISPRi	NFATC1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR381TNV	k2	-1
CRISPRi.NFATC1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR381TNV.c1	CRISPRi	NFATC1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR381TNV	c1	1
CRISPRi.NFATC1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR381TNV.c2	CRISPRi	NFATC1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR381TNV	c2	1
siRNA.VEZF1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR047MQO.k1	siRNA	VEZF1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR047MQO	k1	-1
siRNA.VEZF1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR047MQO.k2	siRNA	VEZF1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR047MQO	k2	-1
siRNA.VEZF1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR047MQO.k3	siRNA	VEZF1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR047MQO	k3	-1
siRNA.VEZF1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR047MQO.c1	siRNA	VEZF1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR047MQO	c1	1
siRNA.VEZF1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR047MQO.c2	siRNA	VEZF1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR047MQO	c2	1
siRNA.VEZF1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR047MQO.c3	siRNA	VEZF1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR047MQO	c3	1
shRNA.TAF15.K562.Haematopoietic_Cell_line.ENCODE.ENCSR611ZAL.k1	shRNA	TAF15	K562	Haematopoietic_Cell_line	ENCODE	ENCSR611ZAL	k1	-1
shRNA.TAF15.K562.Haematopoietic_Cell_line.ENCODE.ENCSR611ZAL.k2	shRNA	TAF15	K562	Haematopoietic_Cell_line	ENCODE	ENCSR611ZAL	k2	-1
shRNA.TAF15.K562.Haematopoietic_Cell_line.ENCODE.ENCSR611ZAL.c1	shRNA	TAF15	K562	Haematopoietic_Cell_line	ENCODE	ENCSR611ZAL	c1	1
shRNA.TAF15.K562.Haematopoietic_Cell_line.ENCODE.ENCSR611ZAL.c2	shRNA	TAF15	K562	Haematopoietic_Cell_line	ENCODE	ENCSR611ZAL	c2	1
CRISPRi.SRF.K562.Haematopoietic_Cell_line.ENCODE.ENCSR084NTT.k1	CRISPRi	SRF	K562	Haematopoietic_Cell_line	ENCODE	ENCSR084NTT	k1	-1
CRISPRi.SRF.K562.Haematopoietic_Cell_line.ENCODE.ENCSR084NTT.k2	CRISPRi	SRF	K562	Haematopoietic_Cell_line	ENCODE	ENCSR084NTT	k2	-1
CRISPRi.SRF.K562.Haematopoietic_Cell_line.ENCODE.ENCSR084NTT.c1	CRISPRi	SRF	K562	Haematopoietic_Cell_line	ENCODE	ENCSR084NTT	c1	1
CRISPRi.SRF.K562.Haematopoietic_Cell_line.ENCODE.ENCSR084NTT.c2	CRISPRi	SRF	K562	Haematopoietic_Cell_line	ENCODE	ENCSR084NTT	c2	1
shRNA.EWSR1.HepG2.Liver_Cell_line.ENCODE.ENCSR532ZPP.k1	shRNA	EWSR1	HepG2	Liver_Cell_line	ENCODE	ENCSR532ZPP	k1	-1
shRNA.EWSR1.HepG2.Liver_Cell_line.ENCODE.ENCSR532ZPP.k2	shRNA	EWSR1	HepG2	Liver_Cell_line	ENCODE	ENCSR532ZPP	k2	-1
shRNA.EWSR1.HepG2.Liver_Cell_line.ENCODE.ENCSR532ZPP.c1	shRNA	EWSR1	HepG2	Liver_Cell_line	ENCODE	ENCSR532ZPP	c1	1
shRNA.EWSR1.HepG2.Liver_Cell_line.ENCODE.ENCSR532ZPP.c2	shRNA	EWSR1	HepG2	Liver_Cell_line	ENCODE	ENCSR532ZPP	c2	1
siRNA.UBTF.K562.Haematopoietic_Cell_line.ENCODE.ENCSR312FIT.k1	siRNA	UBTF	K562	Haematopoietic_Cell_line	ENCODE	ENCSR312FIT	k1	-1
siRNA.UBTF.K562.Haematopoietic_Cell_line.ENCODE.ENCSR312FIT.k2	siRNA	UBTF	K562	Haematopoietic_Cell_line	ENCODE	ENCSR312FIT	k2	-1
siRNA.UBTF.K562.Haematopoietic_Cell_line.ENCODE.ENCSR312FIT.c1	siRNA	UBTF	K562	Haematopoietic_Cell_line	ENCODE	ENCSR312FIT	c1	1
siRNA.UBTF.K562.Haematopoietic_Cell_line.ENCODE.ENCSR312FIT.c2	siRNA	UBTF	K562	Haematopoietic_Cell_line	ENCODE	ENCSR312FIT	c2	1
shRNA.U2AF1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR342EDG.k1	shRNA	U2AF1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR342EDG	k1	-1
shRNA.U2AF1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR342EDG.k2	shRNA	U2AF1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR342EDG	k2	-1
shRNA.U2AF1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR342EDG.c1	shRNA	U2AF1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR342EDG	c1	1
shRNA.U2AF1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR342EDG.c2	shRNA	U2AF1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR342EDG	c2	1
shRNA.HDGF.HepG2.Liver_Cell_line.ENCODE.ENCSR634KHL.k1	shRNA	HDGF	HepG2	Liver_Cell_line	ENCODE	ENCSR634KHL	k1	-1
shRNA.HDGF.HepG2.Liver_Cell_line.ENCODE.ENCSR634KHL.k2	shRNA	HDGF	HepG2	Liver_Cell_line	ENCODE	ENCSR634KHL	k2	-1
shRNA.HDGF.HepG2.Liver_Cell_line.ENCODE.ENCSR634KHL.c1	shRNA	HDGF	HepG2	Liver_Cell_line	ENCODE	ENCSR634KHL	c1	1
shRNA.HDGF.HepG2.Liver_Cell_line.ENCODE.ENCSR634KHL.c2	shRNA	HDGF	HepG2	Liver_Cell_line	ENCODE	ENCSR634KHL	c2	1
CRISPRi.SNW1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR409OFU.k1	CRISPRi	SNW1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR409OFU	k1	-1
CRISPRi.SNW1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR409OFU.k2	CRISPRi	SNW1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR409OFU	k2	-1
CRISPRi.SNW1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR409OFU.c1	CRISPRi	SNW1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR409OFU	c1	1
CRISPRi.SNW1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR409OFU.c2	CRISPRi	SNW1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR409OFU	c2	1
CRISPRi.ERF.K562.Haematopoietic_Cell_line.ENCODE.ENCSR268DNJ.k1	CRISPRi	ERF	K562	Haematopoietic_Cell_line	ENCODE	ENCSR268DNJ	k1	-1
CRISPRi.ERF.K562.Haematopoietic_Cell_line.ENCODE.ENCSR268DNJ.k2	CRISPRi	ERF	K562	Haematopoietic_Cell_line	ENCODE	ENCSR268DNJ	k2	-1
CRISPRi.ERF.K562.Haematopoietic_Cell_line.ENCODE.ENCSR268DNJ.c1	CRISPRi	ERF	K562	Haematopoietic_Cell_line	ENCODE	ENCSR268DNJ	c1	1
CRISPRi.ERF.K562.Haematopoietic_Cell_line.ENCODE.ENCSR268DNJ.c2	CRISPRi	ERF	K562	Haematopoietic_Cell_line	ENCODE	ENCSR268DNJ	c2	1
shRNA.RBM17.K562.Haematopoietic_Cell_line.ENCODE.ENCSR898OPN.k1	shRNA	RBM17	K562	Haematopoietic_Cell_line	ENCODE	ENCSR898OPN	k1	-1
shRNA.RBM17.K562.Haematopoietic_Cell_line.ENCODE.ENCSR898OPN.k2	shRNA	RBM17	K562	Haematopoietic_Cell_line	ENCODE	ENCSR898OPN	k2	-1
shRNA.RBM17.K562.Haematopoietic_Cell_line.ENCODE.ENCSR898OPN.c1	shRNA	RBM17	K562	Haematopoietic_Cell_line	ENCODE	ENCSR898OPN	c1	1
shRNA.RBM17.K562.Haematopoietic_Cell_line.ENCODE.ENCSR898OPN.c2	shRNA	RBM17	K562	Haematopoietic_Cell_line	ENCODE	ENCSR898OPN	c2	1
CRISPRi.ZBTB33.K562.Haematopoietic_Cell_line.ENCODE.ENCSR223QTD.k1	CRISPRi	ZBTB33	K562	Haematopoietic_Cell_line	ENCODE	ENCSR223QTD	k1	-1
CRISPRi.ZBTB33.K562.Haematopoietic_Cell_line.ENCODE.ENCSR223QTD.k2	CRISPRi	ZBTB33	K562	Haematopoietic_Cell_line	ENCODE	ENCSR223QTD	k2	-1
CRISPRi.ZBTB33.K562.Haematopoietic_Cell_line.ENCODE.ENCSR223QTD.c1	CRISPRi	ZBTB33	K562	Haematopoietic_Cell_line	ENCODE	ENCSR223QTD	c1	1
CRISPRi.ZBTB33.K562.Haematopoietic_Cell_line.ENCODE.ENCSR223QTD.c2	CRISPRi	ZBTB33	K562	Haematopoietic_Cell_line	ENCODE	ENCSR223QTD	c2	1
CRISPRi.MAF1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR733ROU.k1	CRISPRi	MAF1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR733ROU	k1	-1
CRISPRi.MAF1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR733ROU.k2	CRISPRi	MAF1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR733ROU	k2	-1
CRISPRi.MAF1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR733ROU.c1	CRISPRi	MAF1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR733ROU	c1	1
CRISPRi.MAF1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR733ROU.c2	CRISPRi	MAF1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR733ROU	c2	1
shRNA.TAF15.HepG2.Liver_Cell_line.ENCODE.ENCSR998RZI.k1	shRNA	TAF15	HepG2	Liver_Cell_line	ENCODE	ENCSR998RZI	k1	-1
shRNA.TAF15.HepG2.Liver_Cell_line.ENCODE.ENCSR998RZI.k2	shRNA	TAF15	HepG2	Liver_Cell_line	ENCODE	ENCSR998RZI	k2	-1
shRNA.TAF15.HepG2.Liver_Cell_line.ENCODE.ENCSR998RZI.c1	shRNA	TAF15	HepG2	Liver_Cell_line	ENCODE	ENCSR998RZI	c1	1
shRNA.TAF15.HepG2.Liver_Cell_line.ENCODE.ENCSR998RZI.c2	shRNA	TAF15	HepG2	Liver_Cell_line	ENCODE	ENCSR998RZI	c2	1
CRISPRi.GATA2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR557BMX.k1	CRISPRi	GATA2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR557BMX	k1	-1
CRISPRi.GATA2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR557BMX.k2	CRISPRi	GATA2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR557BMX	k2	-1
CRISPRi.GATA2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR557BMX.c1	CRISPRi	GATA2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR557BMX	c1	1
CRISPRi.GATA2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR557BMX.c2	CRISPRi	GATA2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR557BMX	c2	1
shRNA.SNRNP70.HepG2.Liver_Cell_line.ENCODE.ENCSR635BOO.k1	shRNA	SNRNP70	HepG2	Liver_Cell_line	ENCODE	ENCSR635BOO	k1	-1
shRNA.SNRNP70.HepG2.Liver_Cell_line.ENCODE.ENCSR635BOO.k2	shRNA	SNRNP70	HepG2	Liver_Cell_line	ENCODE	ENCSR635BOO	k2	-1
shRNA.SNRNP70.HepG2.Liver_Cell_line.ENCODE.ENCSR635BOO.c1	shRNA	SNRNP70	HepG2	Liver_Cell_line	ENCODE	ENCSR635BOO	c1	1
shRNA.SNRNP70.HepG2.Liver_Cell_line.ENCODE.ENCSR635BOO.c2	shRNA	SNRNP70	HepG2	Liver_Cell_line	ENCODE	ENCSR635BOO	c2	1
CRISPRi.NFYA.K562.Haematopoietic_Cell_line.ENCODE.ENCSR096VPS.k1	CRISPRi	NFYA	K562	Haematopoietic_Cell_line	ENCODE	ENCSR096VPS	k1	-1
CRISPRi.NFYA.K562.Haematopoietic_Cell_line.ENCODE.ENCSR096VPS.k2	CRISPRi	NFYA	K562	Haematopoietic_Cell_line	ENCODE	ENCSR096VPS	k2	-1
CRISPRi.NFYA.K562.Haematopoietic_Cell_line.ENCODE.ENCSR096VPS.c1	CRISPRi	NFYA	K562	Haematopoietic_Cell_line	ENCODE	ENCSR096VPS	c1	1
CRISPRi.NFYA.K562.Haematopoietic_Cell_line.ENCODE.ENCSR096VPS.c2	CRISPRi	NFYA	K562	Haematopoietic_Cell_line	ENCODE	ENCSR096VPS	c2	1
siRNA.BRCA1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR205BWT.k1	siRNA	BRCA1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR205BWT	k1	-1
siRNA.BRCA1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR205BWT.k2	siRNA	BRCA1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR205BWT	k2	-1
siRNA.BRCA1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR205BWT.c1	siRNA	BRCA1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR205BWT	c1	1
siRNA.BRCA1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR205BWT.c2	siRNA	BRCA1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR205BWT	c2	1
CRISPRi.NONO.K562.Haematopoietic_Cell_line.ENCODE.ENCSR039VEQ.k1	CRISPRi	NONO	K562	Haematopoietic_Cell_line	ENCODE	ENCSR039VEQ	k1	-1
CRISPRi.NONO.K562.Haematopoietic_Cell_line.ENCODE.ENCSR039VEQ.k2	CRISPRi	NONO	K562	Haematopoietic_Cell_line	ENCODE	ENCSR039VEQ	k2	-1
CRISPRi.NONO.K562.Haematopoietic_Cell_line.ENCODE.ENCSR039VEQ.k3	CRISPRi	NONO	K562	Haematopoietic_Cell_line	ENCODE	ENCSR039VEQ	k3	-1
CRISPRi.NONO.K562.Haematopoietic_Cell_line.ENCODE.ENCSR039VEQ.c1	CRISPRi	NONO	K562	Haematopoietic_Cell_line	ENCODE	ENCSR039VEQ	c1	1
CRISPRi.NONO.K562.Haematopoietic_Cell_line.ENCODE.ENCSR039VEQ.c2	CRISPRi	NONO	K562	Haematopoietic_Cell_line	ENCODE	ENCSR039VEQ	c2	1
shRNA.TARDBP.K562.Haematopoietic_Cell_line.ENCODE.ENCSR134JRE.k1	shRNA	TARDBP	K562	Haematopoietic_Cell_line	ENCODE	ENCSR134JRE	k1	-1
shRNA.TARDBP.K562.Haematopoietic_Cell_line.ENCODE.ENCSR134JRE.k2	shRNA	TARDBP	K562	Haematopoietic_Cell_line	ENCODE	ENCSR134JRE	k2	-1
shRNA.TARDBP.K562.Haematopoietic_Cell_line.ENCODE.ENCSR134JRE.c1	shRNA	TARDBP	K562	Haematopoietic_Cell_line	ENCODE	ENCSR134JRE	c1	1
shRNA.TARDBP.K562.Haematopoietic_Cell_line.ENCODE.ENCSR134JRE.c2	shRNA	TARDBP	K562	Haematopoietic_Cell_line	ENCODE	ENCSR134JRE	c2	1
shRNA.PCBP1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR545AIK.k1	shRNA	PCBP1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR545AIK	k1	-1
shRNA.PCBP1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR545AIK.k2	shRNA	PCBP1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR545AIK	k2	-1
shRNA.PCBP1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR545AIK.c1	shRNA	PCBP1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR545AIK	c1	1
shRNA.PCBP1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR545AIK.c2	shRNA	PCBP1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR545AIK	c2	1
CRISPRi.ZNF143.K562.Haematopoietic_Cell_line.ENCODE.ENCSR781XJD.k1	CRISPRi	ZNF143	K562	Haematopoietic_Cell_line	ENCODE	ENCSR781XJD	k1	-1
CRISPRi.ZNF143.K562.Haematopoietic_Cell_line.ENCODE.ENCSR781XJD.k2	CRISPRi	ZNF143	K562	Haematopoietic_Cell_line	ENCODE	ENCSR781XJD	k2	-1
CRISPRi.ZNF143.K562.Haematopoietic_Cell_line.ENCODE.ENCSR781XJD.c1	CRISPRi	ZNF143	K562	Haematopoietic_Cell_line	ENCODE	ENCSR781XJD	c1	1
CRISPRi.ZNF143.K562.Haematopoietic_Cell_line.ENCODE.ENCSR781XJD.c2	CRISPRi	ZNF143	K562	Haematopoietic_Cell_line	ENCODE	ENCSR781XJD	c2	1
shRNA.BCLAF1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR410ZPU.k1	shRNA	BCLAF1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR410ZPU	k1	-1
shRNA.BCLAF1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR410ZPU.k2	shRNA	BCLAF1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR410ZPU	k2	-1
shRNA.BCLAF1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR410ZPU.c1	shRNA	BCLAF1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR410ZPU	c1	1
shRNA.BCLAF1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR410ZPU.c2	shRNA	BCLAF1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR410ZPU	c2	1
shRNA.CCAR2.HepG2.Liver_Cell_line.ENCODE.ENCSR237IWZ.k1	shRNA	CCAR2	HepG2	Liver_Cell_line	ENCODE	ENCSR237IWZ	k1	-1
shRNA.CCAR2.HepG2.Liver_Cell_line.ENCODE.ENCSR237IWZ.k2	shRNA	CCAR2	HepG2	Liver_Cell_line	ENCODE	ENCSR237IWZ	k2	-1
shRNA.CCAR2.HepG2.Liver_Cell_line.ENCODE.ENCSR237IWZ.c1	shRNA	CCAR2	HepG2	Liver_Cell_line	ENCODE	ENCSR237IWZ	c1	1
shRNA.CCAR2.HepG2.Liver_Cell_line.ENCODE.ENCSR237IWZ.c2	shRNA	CCAR2	HepG2	Liver_Cell_line	ENCODE	ENCSR237IWZ	c2	1
CRISPRi.HSF1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR734VBC.k1	CRISPRi	HSF1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR734VBC	k1	-1
CRISPRi.HSF1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR734VBC.k2	CRISPRi	HSF1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR734VBC	k2	-1
CRISPRi.HSF1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR734VBC.c1	CRISPRi	HSF1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR734VBC	c1	1
CRISPRi.HSF1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR734VBC.c2	CRISPRi	HSF1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR734VBC	c2	1
shRNA.NONO.K562.Haematopoietic_Cell_line.ENCODE.ENCSR398HXV.k1	shRNA	NONO	K562	Haematopoietic_Cell_line	ENCODE	ENCSR398HXV	k1	-1
shRNA.NONO.K562.Haematopoietic_Cell_line.ENCODE.ENCSR398HXV.k2	shRNA	NONO	K562	Haematopoietic_Cell_line	ENCODE	ENCSR398HXV	k2	-1
shRNA.NONO.K562.Haematopoietic_Cell_line.ENCODE.ENCSR398HXV.c1	shRNA	NONO	K562	Haematopoietic_Cell_line	ENCODE	ENCSR398HXV	c1	1
shRNA.NONO.K562.Haematopoietic_Cell_line.ENCODE.ENCSR398HXV.c2	shRNA	NONO	K562	Haematopoietic_Cell_line	ENCODE	ENCSR398HXV	c2	1
CRISPRi.ATF3.K562.Haematopoietic_Cell_line.ENCODE.ENCSR123IMQ.k1	CRISPRi	ATF3	K562	Haematopoietic_Cell_line	ENCODE	ENCSR123IMQ	k1	-1
CRISPRi.ATF3.K562.Haematopoietic_Cell_line.ENCODE.ENCSR123IMQ.k2	CRISPRi	ATF3	K562	Haematopoietic_Cell_line	ENCODE	ENCSR123IMQ	k2	-1
CRISPRi.ATF3.K562.Haematopoietic_Cell_line.ENCODE.ENCSR123IMQ.c1	CRISPRi	ATF3	K562	Haematopoietic_Cell_line	ENCODE	ENCSR123IMQ	c1	1
CRISPRi.ATF3.K562.Haematopoietic_Cell_line.ENCODE.ENCSR123IMQ.c2	CRISPRi	ATF3	K562	Haematopoietic_Cell_line	ENCODE	ENCSR123IMQ	c2	1
CRISPRi.ILF2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR073QLQ.k1	CRISPRi	ILF2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR073QLQ	k1	-1
CRISPRi.ILF2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR073QLQ.k2	CRISPRi	ILF2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR073QLQ	k2	-1
CRISPRi.ILF2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR073QLQ.c1	CRISPRi	ILF2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR073QLQ	c1	1
CRISPRi.ILF2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR073QLQ.c2	CRISPRi	ILF2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR073QLQ	c2	1
shRNA.U2AF2.HepG2.Liver_Cell_line.ENCODE.ENCSR426UUG.k1	shRNA	U2AF2	HepG2	Liver_Cell_line	ENCODE	ENCSR426UUG	k1	-1
shRNA.U2AF2.HepG2.Liver_Cell_line.ENCODE.ENCSR426UUG.k2	shRNA	U2AF2	HepG2	Liver_Cell_line	ENCODE	ENCSR426UUG	k2	-1
shRNA.U2AF2.HepG2.Liver_Cell_line.ENCODE.ENCSR426UUG.c1	shRNA	U2AF2	HepG2	Liver_Cell_line	ENCODE	ENCSR426UUG	c1	1
shRNA.U2AF2.HepG2.Liver_Cell_line.ENCODE.ENCSR426UUG.c2	shRNA	U2AF2	HepG2	Liver_Cell_line	ENCODE	ENCSR426UUG	c2	1
shRNA.EWSR1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR831YGP.k1	shRNA	EWSR1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR831YGP	k1	-1
shRNA.EWSR1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR831YGP.k2	shRNA	EWSR1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR831YGP	k2	-1
shRNA.EWSR1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR831YGP.c1	shRNA	EWSR1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR831YGP	c1	1
shRNA.EWSR1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR831YGP.c2	shRNA	EWSR1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR831YGP	c2	1
CRISPRi.TLE2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR399QAP.k1	CRISPRi	TLE2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR399QAP	k1	-1
CRISPRi.TLE2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR399QAP.k2	CRISPRi	TLE2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR399QAP	k2	-1
CRISPRi.TLE2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR399QAP.c1	CRISPRi	TLE2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR399QAP	c1	1
CRISPRi.TLE2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR399QAP.c2	CRISPRi	TLE2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR399QAP	c2	1
shRNA.SRSF3.HepG2.Liver_Cell_line.ENCODE.ENCSR376FGR.k1	shRNA	SRSF3	HepG2	Liver_Cell_line	ENCODE	ENCSR376FGR	k1	-1
shRNA.SRSF3.HepG2.Liver_Cell_line.ENCODE.ENCSR376FGR.k2	shRNA	SRSF3	HepG2	Liver_Cell_line	ENCODE	ENCSR376FGR	k2	-1
shRNA.SRSF3.HepG2.Liver_Cell_line.ENCODE.ENCSR376FGR.c1	shRNA	SRSF3	HepG2	Liver_Cell_line	ENCODE	ENCSR376FGR	c1	1
shRNA.SRSF3.HepG2.Liver_Cell_line.ENCODE.ENCSR376FGR.c2	shRNA	SRSF3	HepG2	Liver_Cell_line	ENCODE	ENCSR376FGR	c2	1
